title,first_author,year,pdf_url
Demonstrating Quantum Computation for Quasiparticle Band Structures,Takahiro Ohgoe,2023,http://arxiv.org/pdf/2307.14607v1
Quantum computing with trapped ions: a beginner's guide,Francesco Bernardini,2023,http://arxiv.org/pdf/2303.16358v3
Detecting the purely imaginary Fisher zeros of an Ising spin system on a quantum computer,A. R. Kuzmak,2023,http://arxiv.org/pdf/2311.14453v1
Teaching Quantum Computing using Microsoft Quantum Development Kit and Azure Quantum,Mariia Mykhailova,2023,http://arxiv.org/pdf/2311.12960v2
Shaping photons: quantum computation with bosonic cQED,Adrian Copetudo,2023,http://arxiv.org/pdf/2311.03846v2
QuGeo: An End-to-end Quantum Learning Framework for Geoscience -- A Case Study on Full-Waveform Inversion,Weiwen Jiang,2023,http://arxiv.org/pdf/2311.12333v1
Designing Hash and Encryption Engines using Quantum Computing,Suryansh Upadhyay,2023,http://arxiv.org/pdf/2310.17439v1
General approach to realize optimized nonadiabatic holonomic quantum computation,Yue Heng Liu,2023,http://arxiv.org/pdf/2310.10933v2
Synergy of machine learning with quantum computing and communication,Debasmita Bhoumik,2023,http://arxiv.org/pdf/2310.03434v1
Quantum Vision Clustering,Xuan Bac Nguyen,2023,http://arxiv.org/pdf/2309.09907v2
Quantum computation of $π\to π^*$ and $n \to π^*$ excited states of aromatic heterocycles,Maria A. Castellanos,2023,http://arxiv.org/pdf/2309.09868v1
Q-Map: Quantum Circuit Implementation of Boolean Functions,Hassan Hajjdiab,2023,http://arxiv.org/pdf/2303.00075v2
High-threshold quantum computing by fusing one-dimensional cluster states,Stefano Paesani,2022,http://arxiv.org/pdf/2212.06775v2
A compiler for universal photonic quantum computers,Felix Zilk,2022,http://arxiv.org/pdf/2210.09251v1
Multi-programming Cross Platform Benchmarking for Quantum Computing Hardware,Siyuan Niu,2022,http://arxiv.org/pdf/2206.03144v1
Simulating spectroscopy experiments with a superconducting quantum computer,John P. T. Stenger,2022,http://arxiv.org/pdf/2202.12910v3
Quantum Computing for Heavy Quarkonium Spectroscopy,Daniel Gallimore,2022,http://arxiv.org/pdf/2202.03333v2
Quantum computing overview: discrete vs. continuous variable models,Sophie Choe,2022,http://arxiv.org/pdf/2206.07246v1
Quantum computing of the pairing Hamiltonian at finite temperatures,Chongji Jiang,2022,http://arxiv.org/pdf/2212.08862v2
Adiabatic quantum computing with parameterized quantum circuits,Ioannis Kolotouros,2022,http://arxiv.org/pdf/2206.04373v3
Review of Ansatz Designing Techniques for Variational Quantum Algorithms,Junhan Qin,2022,http://arxiv.org/pdf/2212.04913v1
Towards Feature Selection for Ranking and Classification Exploiting Quantum Annealers,Maurizio Ferrari Dacrema,2022,http://arxiv.org/pdf/2205.04346v1
Quantum Computation for Pricing Caps using the LIBOR Market Model,Hao Tang,2022,http://arxiv.org/pdf/2207.01558v1
A Review of Quantum Cybersecurity: Threats, Risks and Opportunities,Md Jobair Hossain Faruk,2022,http://arxiv.org/pdf/2207.03534v1
Large-Scale Simulation of Quantum Computational Chemistry on a New Sunway Supercomputer,Honghui Shang,2022,http://arxiv.org/pdf/2207.03711v1
Experimental implementation of quantum algorithm for association rules mining,Chao-Hua Yu,2022,http://arxiv.org/pdf/2204.13634v2
DisCoPy for the quantum computer scientist,Alexis Toumi,2022,http://arxiv.org/pdf/2205.05190v1
Symmetry breaking/symmetry preserving circuits and symmetry restoration on quantum computers: A quantum many-body perspective,Denis Lacroix,2022,http://arxiv.org/pdf/2208.11567v3
Investigating student interpretations of the differences between classical and quantum computers: Are quantum computers just analog classical computers?,Josephine C. Meyer,2022,http://arxiv.org/pdf/2208.13734v1
On proving the robustness of algorithms for early fault-tolerant quantum computers,Rutuja Kshirsagar,2022,http://arxiv.org/pdf/2209.11322v2
Application of Quantum Machine Learning in a Higgs Physics Study at the CEPC,Abdualazem Fadol,2022,http://arxiv.org/pdf/2209.12788v2
Machine learning applications for noisy intermediate-scale quantum computers,Brian Coyle,2022,http://arxiv.org/pdf/2205.09414v1
Simulating dirty bosons on a quantum computer,Lindsay Bassman Oftelie,2022,http://arxiv.org/pdf/2210.08386v1
The ribbon category framework for topological quantum computing,Willie Aboumrad,2022,http://arxiv.org/pdf/2212.02921v1
Observation of spin-1 tunneling on a quantum computer,Kh. P. Gnatenko,2022,http://arxiv.org/pdf/2201.08872v1
Quantum computation of nuclear observables involving linear combination of unitary operators,Pooja Siwach,2022,http://arxiv.org/pdf/2206.08510v1
Array Antenna Power Pattern Analysis Through Quantum Computing,Luca Tosi,2022,http://arxiv.org/pdf/2208.00401v1
Swap Test-based Characterization of Quantum Processes in Universal Quantum Computers,Pedro Ripper,2022,http://arxiv.org/pdf/2208.02893v1
Paint shop vehicle sequencing based on quantum computing considering color changeover and painting quality,Jing Huang,2022,http://arxiv.org/pdf/2206.11204v1
Universal Quantum Electron Microscopy: A Small-Scale Quantum Computing Application with Provable Advantage,Hiroshi Okamoto,2022,http://arxiv.org/pdf/2209.04819v2
BQP is not in NP,Jonah Librande,2022,http://arxiv.org/pdf/2209.10398v1
Introducing the Quantum Research Kernels: Lessons from Classical Parallel Computing,A. Y. Matsuura,2022,http://arxiv.org/pdf/2211.00844v1
Space-time optimized table lookup,Thomas Häner,2022,http://arxiv.org/pdf/2211.01133v1
Developing Programming Assignments for Teaching Quantum Computing and Quantum Programming,Mariia Mykhailova,2022,http://arxiv.org/pdf/2211.16347v2
The Physics of Quantum Information,John Preskill,2022,http://arxiv.org/pdf/2208.08064v1
Quantum Computing for Data Centric Engineering and Science,Steven Herbert,2022,http://arxiv.org/pdf/2212.02133v1
Fast Fingerprinting of Cloud-based NISQ Quantum Computers,Kaitlin N. Smith,2022,http://arxiv.org/pdf/2211.07880v1
VACSEN: A Visualization Approach for Noise Awareness in Quantum Computing,Shaolun Ruan,2022,http://arxiv.org/pdf/2207.14135v1
Scalable Simulation of Quantum Measurement Process with Quantum Computers,Meng-Jun Hu,2022,http://arxiv.org/pdf/2206.14029v1
Simulating one-dimensional quantum chromodynamics on a quantum computer: Real-time evolutions of tetra- and pentaquarks,Yasar Y. Atas,2022,http://arxiv.org/pdf/2207.03473v2
Trapped Ions as an Architecture for Quantum Computing,Gabriel P. L. M. Fernandes,2022,http://arxiv.org/pdf/2207.11619v1
Resources for bosonic quantum computational advantage,Ulysse Chabaud,2022,http://arxiv.org/pdf/2207.11781v3
Error-analysis for the Sorkin and Peres tests performed on a quantum computer,Simanraj Sadana,2022,http://arxiv.org/pdf/2207.13585v1
QuCloud+: A Holistic Qubit Mapping Scheme for Single/Multi-programming on 2D/3D NISQ Quantum Computers,Lei Liu,2022,http://arxiv.org/pdf/2207.14483v1
Q$^2$Chemistry: A quantum computation platform for quantum chemistry,Yi Fan,2022,http://arxiv.org/pdf/2208.10978v1
Quantum Volume for Photonic Quantum Processors,Yuxuan Zhang,2022,http://arxiv.org/pdf/2208.11724v2
Toward Quantum Computing Phase Diagrams of Gauge Theories with Thermal Pure Quantum States,Zohreh Davoudi,2022,http://arxiv.org/pdf/2208.13112v1
Timing constraints due to real-time graph traversal algorithms on incomplete cluster states in photonic measurement-based quantum computing,John R. Scott,2022,http://arxiv.org/pdf/2208.14938v1
OneQ: A Compilation Framework for Photonic One-Way Quantum Computation,Hezi Zhang,2022,http://arxiv.org/pdf/2209.01545v2
Perturbative boundaries of quantum computing: real-time evolution for digitized lambda phi^4 lattice models,Robert Maxton,2022,http://arxiv.org/pdf/2210.05493v2
Testing platform-independent quantum error mitigation on noisy quantum computers,Vincent Russo,2022,http://arxiv.org/pdf/2210.07194v2
Ancilla-driven blind quantum computation for clients with different quantum capabilities,Qunfeng Dai,2022,http://arxiv.org/pdf/2210.09878v1
Design Constraints for Unruh-DeWitt Quantum Computers,Eric W. Aspling,2022,http://arxiv.org/pdf/2210.12552v3
Efficient measurement schemes for bosonic systems,Tianren Gu,2022,http://arxiv.org/pdf/2210.13585v2
Nonlinear feedforward enabling quantum computation,Atsushi Sakaguchi,2022,http://arxiv.org/pdf/2210.17120v1
Architectures for Quantum Information Processing,Suryansh Upadhyay,2022,http://arxiv.org/pdf/2211.06449v1
Mechanism of Universal Quantum Computation in the Brain,Aman Chawla,2022,http://arxiv.org/pdf/2211.07353v1
Strategies for the Determination of the Running Coupling of $(2+1)$-dimensional QED with Quantum Computing,Giuseppe Clemente,2022,http://arxiv.org/pdf/2206.12454v1
Quantum Computing Quantum Monte Carlo,Yukun Zhang,2022,http://arxiv.org/pdf/2206.10431v2
Quantum computing for transport optimization,Christopher D. B. Bentley,2022,http://arxiv.org/pdf/2206.07313v1
Range dependent Hamiltonian Algorithm for numerical QUBO formulation,Hyunju Lee,2022,http://arxiv.org/pdf/2202.07692v1
An approach to interfacing the brain with quantum computers: practical steps and caveats,Eduardo Reck Miranda,2022,http://arxiv.org/pdf/2201.00817v1
Making Music Using Two Quantum Algorithms,Euan J. Allen,2022,http://arxiv.org/pdf/2201.01681v1
Study of the effect of quantum noise on the accuracy of the Schrodinger equation simulation on a quantum computer using the Zalka-Wiesner method,Yu. I. Bogdanov,2022,http://arxiv.org/pdf/2201.03068v1
Private Set Intersection with Delegated Blind Quantum Computing,Michele Amoretti,2022,http://arxiv.org/pdf/2201.03496v1
Fundamental limits of superconducting quantum computers,Michele Vischi,2022,http://arxiv.org/pdf/2201.05114v1
Modeling Short-Range Microwave Networks to Scale Superconducting Quantum Computation,Nicholas LaRacuente,2022,http://arxiv.org/pdf/2201.08825v4
Quantum Computing 2022,James D. Whitfield,2022,http://arxiv.org/pdf/2201.09877v2
Universal Statistical Simulator,Mark Carney,2022,http://arxiv.org/pdf/2202.01735v1
Adiabatic Quantum Computing for Multi Object Tracking,Jan-Nico Zaech,2022,http://arxiv.org/pdf/2202.08837v1
Quantum Go: Designing a Proof-of-Concept on Quantum Computer,Shibashankar Sahu,2022,http://arxiv.org/pdf/2206.05250v1
Extending the reach of quantum computing for materials science with machine learning potentials,Julian Schuhmacher,2022,http://arxiv.org/pdf/2203.07219v1
Third law of thermodynamics and the scaling of quantum computers,Lorenzo Buffoni,2022,http://arxiv.org/pdf/2203.09545v2
Measurement-based interleaved randomised benchmarking using IBM processors,Conrad Strydom,2022,http://arxiv.org/pdf/2203.14995v2
Post-Quantum Cryptography Algorithms Standardization and Performance Analysis,Manish Kumar,2022,http://arxiv.org/pdf/2204.02571v1
Full-stack quantum computing systems in the NISQ era: algorithm-driven and hardware-aware compilation techniques,Medina Bandic,2022,http://arxiv.org/pdf/2204.06369v1
Universal terminal for mobile edge-quantum computing,Mohammadsadegh Khazali,2022,http://arxiv.org/pdf/2204.08522v3
A general framework for the composition of quantum homomorphic encryption \& quantum error correction,Yingkai Ouyang,2022,http://arxiv.org/pdf/2204.10471v1
Practical application-specific advantage through hybrid quantum computing,Michael Perelshtein,2022,http://arxiv.org/pdf/2205.04858v1
Superconductor/Ferromagnet Heterostructures: A Platform for Superconducting Spintronics and Quantum Computation,Ranran Cai,2022,http://arxiv.org/pdf/2211.08625v1
Quantum Computing by Quantum Walk on Quantum Slide,Fan Wang,2022,http://arxiv.org/pdf/2211.08659v2
Secure Quantum Computing for Healthcare Sector: A Short Analysis,P. Srikanth,2022,http://arxiv.org/pdf/2211.10027v1
Bug Characteristics in Quantum Software Ecosystem,Mohamed Raed El aoun,2022,http://arxiv.org/pdf/2204.11965v1
Password authentication schemes on a quantum computer,Sherry Wang,2022,http://arxiv.org/pdf/2201.12512v1
Short Paper: Device- and Locality-Specific Fingerprinting of Shared NISQ Quantum Computers,Allen Mi,2022,http://arxiv.org/pdf/2202.12731v1
Quantum Computing and the Future Internet,Tajdar Jawaid,2022,http://arxiv.org/pdf/2203.06180v1
A Matrix Big Bang on a Quantum Computer,Viti Chandra,2022,http://arxiv.org/pdf/2212.00260v1
Holography as a resource for non-local quantum computation,Kfir Dolev,2022,http://arxiv.org/pdf/2210.13500v1
Snowmass Computational Frontier: Topical Group Report on Quantum Computing,Travis S. Humble,2022,http://arxiv.org/pdf/2209.06786v1
A New Approach to Quantum Computing Multi-Qubit Generation and Development of Quantum Computing Platform with Magnetic Resonance Imaging Techniques,Zang-Hee Cho,2022,http://arxiv.org/pdf/2206.05932v4
Fault-tolerant circuit synthesis for universal fault-tolerant quantum computing,Yongsoo Hwang,2022,http://arxiv.org/pdf/2206.02691v1
Snowmass White Paper: Quantum Computing Systems and Software for High-energy Physics Research,Travis S. Humble,2022,http://arxiv.org/pdf/2203.07091v1
Investigating students' strengths and difficulties in quantum computing,Tunde Kushimo,2022,http://arxiv.org/pdf/2212.03726v3
Systematic Literature Review: Quantum Machine Learning and its applications,David Peral García,2022,http://arxiv.org/pdf/2201.04093v2
A Survey of Quantum Computing for Finance,Dylan Herman,2022,http://arxiv.org/pdf/2201.02773v4
Sampling Rare Conformational Transitions with a Quantum Computer,Danial Ghamari,2022,http://arxiv.org/pdf/2201.11781v2
Gate-based Quantum Computing for Protein Design,Mohammad Hassan Khatami,2022,http://arxiv.org/pdf/2201.12459v2
Parallel Quantum Chemistry on Noisy Intermediate-Scale Quantum Computers,Robert Schade,2022,http://arxiv.org/pdf/2202.02417v2
Quantum Computing in Pharma: A Multilayer Embedding Approach for Near Future Applications,Robert Izsak,2022,http://arxiv.org/pdf/2202.04460v2
Suppressing ZZ Crosstalk of Quantum Computers through Pulse and Scheduling Co-Optimization,Lei Xie,2022,http://arxiv.org/pdf/2202.07628v1
Quantum Computing of Schwarzschild-de Sitter Black Holes and Kantowski-Sachs Cosmology,Amy Joseph,2022,http://arxiv.org/pdf/2202.09906v1
Lecture Notes: Programming Quantum Computers,Madita Willsch,2022,http://arxiv.org/pdf/2201.02051v1
DQC$^2$O: Distributed Quantum Computing for Collaborative Optimization in Future Networks,Napat Ngoenriang,2022,http://arxiv.org/pdf/2210.02887v1
Hybrid adiabatic quantum computing for tomographic image reconstruction -- opportunities and limitations,Merlin A. Nau,2022,http://arxiv.org/pdf/2212.01312v1
Quantum Computers for Weather and Climate Prediction: The Good, the Bad and the Noisy,Felix Tennie,2022,http://arxiv.org/pdf/2210.17460v1
Compiler Optimization for Quantum Computing Using Reinforcement Learning,Nils Quetschlich,2022,http://arxiv.org/pdf/2212.04508v2
Distributed Quantum Computing: a Survey,Marcello Caleffi,2022,http://arxiv.org/pdf/2212.10609v1
NP-hard but no longer hard to solve? Using quantum computing to tackle optimization problems,Rhonda Au-Yeung,2022,http://arxiv.org/pdf/2212.10990v1
Quantum computing on magnetic racetracks with flying domain wall qubits,Ji Zou,2022,http://arxiv.org/pdf/2212.12019v2
Quantum advantage for combinatorial optimization problems, Simplified,Mario Szegedy,2022,http://arxiv.org/pdf/2212.12572v1
Towards an Antivirus for Quantum Computers,Sanjay Deshpande,2022,http://arxiv.org/pdf/2203.02649v1
Optimal Stochastic Resource Allocation for Distributed Quantum Computing,Napat Ngoenriang,2022,http://arxiv.org/pdf/2210.02886v1
From Distributed Quantum Computing to Quantum Internet Computing: an Overview,Seng W. Loke,2022,http://arxiv.org/pdf/2208.10127v2
Quantum Computing with $\mathbb{Z}_2$ Abelian anyon system,Yuanye Zhu,2022,http://arxiv.org/pdf/2203.17235v1
Quantum computing at the quantum advantage threshold: a down-to-business review,A. K. Fedorov,2022,http://arxiv.org/pdf/2203.17181v1
Quantum Computing for Power Flow Algorithms: Testing on real Quantum Computers,Brynjar Sævarsson,2022,http://arxiv.org/pdf/2204.14028v4
Hybrid Gate-Based and Annealing Quantum Computing for Large-Size Ising Problems,Chen-Yu Liu,2022,http://arxiv.org/pdf/2208.03283v1
Automated error correction in superdense coding, with implementation on superconducting quantum computer,Kumar Nilesh,2022,http://arxiv.org/pdf/2210.15161v1
QuBOBS, interactive objects and a visual representation to explain quantum computing,Sophie Laplante,2022,http://arxiv.org/pdf/2211.16324v1
Quantum Fibrations: quantum computation on an arbitrary topological space,Kazuki Ikeda,2022,http://arxiv.org/pdf/2210.05133v1
A Questionable Fundamental Basis for Quantum Computing Advantage,Stuart Mirell,2022,http://arxiv.org/pdf/2208.13746v1
The Early Days of Quantum Computation,Peter W. Shor,2022,http://arxiv.org/pdf/2208.09964v2
Towards Turing-Complete Quantum Computing Coming From Classical Assembler,Thomas Gabor,2022,http://arxiv.org/pdf/2206.14037v1
Towards an Automated Framework for Realizing Quantum Computing Solutions,Nils Quetschlich,2022,http://arxiv.org/pdf/2210.14928v2
Quantum computers as an amplifier for existential risk,Benjamin F. Schiffer,2022,http://arxiv.org/pdf/2205.02761v1
Differentiable matrix product states for simulating variational quantum computational chemistry,Chu Guo,2022,http://arxiv.org/pdf/2211.07983v4
Quantum subspace expansion algorithm for Green's functions,Francois Jamet,2022,http://arxiv.org/pdf/2205.00094v3
Simulation of Networked Quantum Computing on Encrypted Data,Ieva Čepaitė,2022,http://arxiv.org/pdf/2212.12953v2
Learning-based Sustainable Multi-User Computation Offloading for Mobile Edge-Quantum Computing,Minrui Xu,2022,http://arxiv.org/pdf/2211.06681v1
mpiQulacs: A Distributed Quantum Computer Simulator for A64FX-based Cluster Systems,Satoshi Imamura,2022,http://arxiv.org/pdf/2203.16044v1
Perceval: A Software Platform for Discrete Variable Photonic Quantum Computing,Nicolas Heurtel,2022,http://arxiv.org/pdf/2204.00602v3
Scalable measures of magic resource for quantum computers,Tobias Haug,2022,http://arxiv.org/pdf/2204.10061v4
Q2Graph: a modelling tool for measurement-based quantum computing,Greg Bowen,2022,http://arxiv.org/pdf/2210.00657v1
Quantum computing teaching with CoSpaces,Francesco Sisini,2022,http://arxiv.org/pdf/2209.03327v1
Divide-and-conquer variational quantum algorithms for large-scale electronic structure simulations,Huan Ma,2022,http://arxiv.org/pdf/2208.14789v1
Variational Quantum Solutions to the Advection-Diffusion Equation for Applications in Fluid Dynamics,Reuben Demirdjian,2022,http://arxiv.org/pdf/2208.11780v1
Evaluate Quantum Combinatorial Optimization for Distribution Network Reconfiguration,Phuong Ngo,2022,http://arxiv.org/pdf/2208.07513v1
Simulating key properties of lithium-ion batteries with a fault-tolerant quantum computer,Alain Delgado,2022,http://arxiv.org/pdf/2204.11890v2
A Scalable 5,6-Qubit Grover's Quantum Search Algorithm,Dinesh Reddy Vemula,2022,http://arxiv.org/pdf/2205.00117v1
Pricing multi-asset derivatives by variational quantum algorithms,Kenji Kubo,2022,http://arxiv.org/pdf/2207.01277v1
QFaaS: A Serverless Function-as-a-Service Framework for Quantum Computing,Hoa T. Nguyen,2022,http://arxiv.org/pdf/2205.14845v1
A perspective on the current state-of-the-art of quantum computing for drug discovery applications,Nick S. Blunt,2022,http://arxiv.org/pdf/2206.00551v2
Rewindable Quantum Computation and Its Equivalence to Cloning and Adaptive Postselection,Ryo Hiromasa,2022,http://arxiv.org/pdf/2206.05434v4
Distribution of Quantum Circuits Over General Quantum Networks,Ranjani G Sundaram,2022,http://arxiv.org/pdf/2206.06437v1
Copula-based Risk Aggregation with Trapped Ion Quantum Computers,Daiwei Zhu,2022,http://arxiv.org/pdf/2206.11937v1
Succinct Classical Verification of Quantum Computation,James Bartusek,2022,http://arxiv.org/pdf/2206.14929v1
Space-Bounded Unitary Quantum Computation with Postselection,Seiichiro Tani,2022,http://arxiv.org/pdf/2206.15122v2
Quantum computational intelligence for traveltime seismic inversion,Anton Simen Albino,2022,http://arxiv.org/pdf/2208.05794v2
Realizing two-qubit gates through mode engineering on a trapped-ion quantum computer,Ming Li,2022,http://arxiv.org/pdf/2208.01584v2
Milestones of research activity in quantum computing: EPS grand challenges,Zeki Can Seskir,2022,http://arxiv.org/pdf/2207.02857v1
MorphQ: Metamorphic Testing of the Qiskit Quantum Computing Platform,Matteo Paltenghi,2022,http://arxiv.org/pdf/2206.01111v2
Quantum computation of dynamical quantum phase transitions and entanglement tomography in a lattice gauge theory,Niklas Mueller,2022,http://arxiv.org/pdf/2210.03089v2
On Optimal Subarchitectures for Quantum Circuit Mapping,Tom Peham,2022,http://arxiv.org/pdf/2210.09321v2
Investigating Quantum Many-Body Systems with Tensor Networks, Machine Learning and Quantum Computers,Korbinian Kottmann,2022,http://arxiv.org/pdf/2210.11130v1
Using a quantum computer to solve a real-world problem -- what can be achieved today?,R. Cumming,2022,http://arxiv.org/pdf/2211.13080v1
QUARK: A Framework for Quantum Computing Application Benchmarking,Jernej Rudi Finžgar,2022,http://arxiv.org/pdf/2202.03028v3
Algebraic Bethe Circuits,Alejandro Sopena,2022,http://arxiv.org/pdf/2202.04673v4
Grid-based methods for chemistry simulations on a quantum computer,Hans Hon Sang Chan,2022,http://arxiv.org/pdf/2202.05864v5
MCBeth: A Measurement Based Quantum Programming Language,Aidan Evans,2022,http://arxiv.org/pdf/2204.10784v2
Classification of Hybrid Quantum-Classical Computing,Frank Phillipson,2022,http://arxiv.org/pdf/2210.15314v1
Dimer states of Rydberg atoms on the Kagome lattice as resources for universal measurement-based quantum computation,Valentin Crépel,2022,http://arxiv.org/pdf/2207.04412v2
Modelling Carbon Capture on Metal-Organic Frameworks with Quantum Computing,Gabriel Greene-Diniz,2022,http://arxiv.org/pdf/2203.15546v2
QCSH: a Full Quantum Computer Nuclear Shell-Model Package,Peng Lv,2022,http://arxiv.org/pdf/2205.12087v1
Variance minimisation on a quantum computer for nuclear structure,Isaac Hobday,2022,http://arxiv.org/pdf/2209.07820v1
Parallel window decoding enables scalable fault tolerant quantum computation,Luka Skoric,2022,http://arxiv.org/pdf/2209.08552v2
Measurement-based Quantum Computation as a Tangram Puzzle,Ashlesha Patil,2022,http://arxiv.org/pdf/2210.11465v1
Probing mean values and correlations of high-spin systems on a quantum computer,A. R. Kuzmak,2022,http://arxiv.org/pdf/2205.10800v2
Self-protected adiabatic quantum computation,P. V. Pyshkin,2022,http://arxiv.org/pdf/2203.09695v1
Quantum Computation of Reactions on Surfaces Using Local Embedding,Tanvi P. Gujarati,2022,http://arxiv.org/pdf/2203.07536v3
Quantum Computing in the Cloud: Analyzing job and machine characteristics,Gokul Subramanian Ravi,2022,http://arxiv.org/pdf/2203.13121v1
Quantum computing based on complex Clifford algebras,Jaroslav Hrdina,2022,http://arxiv.org/pdf/2201.02246v2
State-dependent error bound for digital quantum simulation of driven systems,Takuya Hatomura,2022,http://arxiv.org/pdf/2201.04835v2
Quantum sampling for the Euclidean path integral of lattice gauge theory,Arata Yamamoto,2022,http://arxiv.org/pdf/2201.12556v2
Toponomic Quantum Computation,C. Chryssomalakos,2022,http://arxiv.org/pdf/2202.01973v1
The emerging commercial landscape of quantum computing,Evan R. MacQuarrie,2022,http://arxiv.org/pdf/2202.12733v1
Orbital-optimized pair-correlated electron simulations on trapped-ion quantum computers,Luning Zhao,2022,http://arxiv.org/pdf/2212.02482v1
Adaptive job and resource management for the growing quantum cloud,Gokul Subramanian Ravi,2022,http://arxiv.org/pdf/2203.13260v1
Design of Quantum error correcting code for biased error on heavy-hexagon structure,Younghun Kim,2022,http://arxiv.org/pdf/2211.14038v1
QPack Scores: Quantitative performance metrics for application-oriented quantum computer benchmarking,Huub Donkers,2022,http://arxiv.org/pdf/2205.12142v1
Quantum Computing for Rotating, Charged and String Theory Black Holes,Viti Chandra,2022,http://arxiv.org/pdf/2207.03085v1
Practical implications of SFQ-based two-qubit gates,Mohammad Reza Jokar,2022,http://arxiv.org/pdf/2202.01411v1
Quantum Linear Optics via String Diagrams,Giovanni de Felice,2022,http://arxiv.org/pdf/2204.12985v4
Braids, Motions and Topological Quantum Computing,Eric C. Rowell,2022,http://arxiv.org/pdf/2208.11762v1
Everything You Always Wanted to Know About Quantum Circuits,Edgard Muñoz-Coreas,2022,http://arxiv.org/pdf/2208.11725v1
Distributed Quantum Machine Learning,Niels M. P. Neumann,2022,http://arxiv.org/pdf/2208.10316v1
Putting paradoxes to work: contextuality in measurement-based quantum computation,Robert Raussendorf,2022,http://arxiv.org/pdf/2208.06624v1
Exploiting Anyonic Behavior of Quasicrystals for Topological Quantum Computing,Marcelo Amaral,2022,http://arxiv.org/pdf/2207.08928v1
Quantum Data Reduction with Application to Video Classification,Kostas Blekos,2022,http://arxiv.org/pdf/2207.06460v1
Multi-agent blind quantum computation without universal cluster states,Shuxiang Cao,2022,http://arxiv.org/pdf/2206.13330v3
Recent progress on Majorana in semiconductor-superconductor heterostructures--Engineering and detection,Zhan Cao,2022,http://arxiv.org/pdf/2206.06916v2
Quantum Car-Parrinello Molecular Dynamics: A Cost-Efficient Molecular Simulation Method on Near-Term Quantum Computers,Kohdai Kuroiwa,2022,http://arxiv.org/pdf/2212.11921v1
Backend compiler phases for trapped-ion quantum computers,Tobias Schmale,2022,http://arxiv.org/pdf/2206.00544v1
Quantum Computing Approaches for Mission Covering Optimization,Massimiliano Cutugno,2022,http://arxiv.org/pdf/2205.02212v1
Towards Quantum Computing with Molecular Electronics,Phillip W. K. Jensen,2022,http://arxiv.org/pdf/2202.03284v2
Time-Efficient Constant-Space-Overhead Fault-Tolerant Quantum Computation,Hayata Yamasaki,2022,http://arxiv.org/pdf/2207.08826v3
Hyperbolic Lattice for Scalar Field Theory in AdS$_3$,Richard C. Brower,2022,http://arxiv.org/pdf/2202.03464v1
Noise fingerprints in quantum computers: Machine learning software tools,Stefano Martina,2022,http://arxiv.org/pdf/2202.04581v1
Optimizing quantum circuits with Riemannian gradient flow,Roeland Wiersema,2022,http://arxiv.org/pdf/2202.06976v2
Hybrid Quantum-Classical Search Algorithms,Ansis Rosmanis,2022,http://arxiv.org/pdf/2202.11443v2
Quantum computing with differentiable quantum transforms,Olivia Di Matteo,2022,http://arxiv.org/pdf/2202.13414v1
Quantum Computing for Software Engineering: Prospects,Andriy Miranskyy,2022,http://arxiv.org/pdf/2203.03575v3
QUBOs for Sorting Lists and Building Trees,Christian Bauckhage,2022,http://arxiv.org/pdf/2203.08815v1
Measurement-based quantum computation using two-component BECs,Genji Fujii,2022,http://arxiv.org/pdf/2203.08993v3
Verification of colorable hypergraph states with stabilizer test,Hong Tao,2022,http://arxiv.org/pdf/2203.09989v2
MemComputing vs. Quantum Computing: some analogies and major differences,Massimiliano Di Ventra,2022,http://arxiv.org/pdf/2203.12031v2
Security Aspects of Quantum Machine Learning: Opportunities, Threats and Defenses,Satwik Kundu,2022,http://arxiv.org/pdf/2204.03625v1
Analysis of Error Propagation in Quantum Computers,Ziang Yu,2022,http://arxiv.org/pdf/2209.01699v1
Robust digital optimal control on IBM quantum computers,Meri Harutyunyan,2022,http://arxiv.org/pdf/2210.09212v1
Measurement induced quantum walks on an IBM Quantum Computer,Sabine Tornow,2022,http://arxiv.org/pdf/2210.09941v1
Opportunities and Challenges in Fault-Tolerant Quantum Computation,Daniel Gottesman,2022,http://arxiv.org/pdf/2210.15844v1
Simulating large-size quantum spin chains on cloud-based superconducting quantum computers,Hongye Yu,2022,http://arxiv.org/pdf/2207.09994v2
Neural network accelerator for quantum control,David Xu,2022,http://arxiv.org/pdf/2208.02645v2
A Quantum-compute Algorithm for Exact Laser-driven Electron Dynamics in Molecules,Fabian Langkabel,2022,http://arxiv.org/pdf/2205.10543v1
A Structured Survey of Quantum Computing for the Financial Industry,Franco D. Albareti,2022,http://arxiv.org/pdf/2204.10026v1
Establishing trust in quantum computations,Timothy Proctor,2022,http://arxiv.org/pdf/2204.07568v1
Application of Quantum Computers in Foreign Exchange Reserves Management,Martin Veselý,2022,http://arxiv.org/pdf/2203.15716v1
Quantum Algorithms for solving Hard Constrained Optimisation Problems,Parfait Atchade-Adelomou,2022,http://arxiv.org/pdf/2202.13125v1
Recompilation-enhanced simulation of electron-phonon dynamics on IBM Quantum computers,Ben Jaderberg,2022,http://arxiv.org/pdf/2202.08270v2
QAC: Quantum-computing Aided Composition,Omar Costa Hamido,2022,http://arxiv.org/pdf/2202.04215v1
Switching-free time-domain optical quantum computation with quantum teleportation,Warit Asavanant,2022,http://arxiv.org/pdf/2202.00840v2
